City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
217,Kolaras,IN,85.44,overcast clouds,25.2333,77.6,
218,Felanitx,ES,77.13,clear sky,39.4696,3.1483,
219,Ugoofaaru,MV,81.03,overcast clouds,5.6667,73.0,
221,Tarrafal,CV,79.59,overcast clouds,15.2833,-23.7667,
226,Rethimnon,GR,80.2,clear sky,35.3647,24.4714,
244,Wewak,PG,83.93,broken clouds,-3.5534,143.6268,
248,Gigmoto,PH,77.76,moderate rain,13.7796,124.39,
255,Bitung,ID,79.65,overcast clouds,1.4451,125.1824,
257,Cam Ranh,VN,84.16,light rain,11.9214,109.1591,
258,Kudahuvadhoo,MV,82.47,overcast clouds,2.6708,72.8944,
260,Bambanglipuro,ID,80.11,overcast clouds,-7.95,110.2833,
261,Muroto,JP,85.08,broken clouds,33.2833,134.15,
263,Zharkent,KZ,87.64,clear sky,44.1628,80.0,
264,Cabatuan,PH,75.18,overcast clouds,10.8794,122.486,
269,Tuy Hoa,VN,81.63,moderate rain,13.0833,109.3,
274,Bengkulu,ID,83.59,clear sky,-3.8004,102.2655,
275,Sinnamary,GF,77.22,scattered clouds,5.3833,-52.95,
277,Mujiayingzi,CN,89.44,scattered clouds,42.1167,118.7833,
278,Pemangkat,ID,86.68,scattered clouds,1.1667,108.9667,
279,Vao,NC,75.11,few clouds,-22.6667,167.4833,
283,San Patricio,US,84.88,broken clouds,28.017,-97.5169,
285,Umm Lajj,SA,89.22,scattered clouds,25.0213,37.2685,
287,Natal,BR,75.42,clear sky,-5.795,-35.2094,
289,Japura,ID,86.79,broken clouds,-0.3167,102.35,
293,Tubuala,PA,77.23,overcast clouds,9.5167,-79.0333,
297,Sri Aman,MY,87.85,scattered clouds,1.2376,111.4621,
303,Marhaura,IN,89.53,scattered clouds,25.9667,84.8667,
306,Gogapur,IN,82.44,overcast clouds,23.55,75.5167,
308,Santo Domingo,DO,80.04,few clouds,18.5001,-69.9886,
312,Diffa,NE,80.53,overcast clouds,13.3154,12.6113,
316,Port Said,EG,77.31,clear sky,31.2565,32.2841,
322,Adamas,GR,76.05,clear sky,36.7333,24.4333,
325,Faanui,PF,77.85,overcast clouds,-16.4833,-151.75,
329,Broome,US,75.65,scattered clouds,42.2506,-75.833,
330,Alofi,NU,75.09,overcast clouds,-19.0595,-169.9187,
331,Laguna,US,77.76,clear sky,38.421,-121.4238,
339,Magdalena,PH,76.24,overcast clouds,14.1999,121.429,
340,Kloulklubed,PW,77.5,heavy intensity rain,7.0419,134.2556,
343,Cayenne,GF,77.09,clear sky,4.9333,-52.3333,
348,Birjand,IR,81.07,clear sky,32.8663,59.2211,
349,Kidal,ML,86.27,broken clouds,18.4411,1.4078,
351,Asopos,GR,81.84,clear sky,36.7333,22.8667,
353,Salalah,OM,77.09,light intensity drizzle,17.0151,54.0924,
358,Portland,US,84.18,few clouds,45.5234,-122.6762,
360,Catuday,PH,82.13,light rain,16.2923,119.8062,
365,Aksu,CN,82.8,scattered clouds,41.1231,80.2644,
371,Barela,IN,83.21,haze,23.1,80.05,
373,Usinsk,RU,77.25,clear sky,65.9939,57.5281,
378,Sampit,ID,89.37,broken clouds,-2.5333,112.95,
380,Kieta,PG,84.42,light rain,-6.2167,155.6333,
382,Vieux-Habitants,GP,78.71,overcast clouds,16.0589,-61.7659,
386,Manggar,ID,84.4,scattered clouds,-2.8833,108.2667,
387,Melito Di Porto Salvo,IT,82.9,clear sky,37.9222,15.7714,
390,Palmer,US,78.44,clear sky,42.1584,-72.3287,
391,Linguere,SN,81.12,broken clouds,15.3953,-15.1193,
393,Zhuanghe,CN,77.79,moderate rain,39.7008,122.9911,
396,Mazagao,BR,77.05,broken clouds,-0.115,-51.2894,
399,Bilokurakyne,UA,76.53,clear sky,49.5341,38.7307,
400,Yuci,CN,80.35,moderate rain,37.6803,112.7319,
403,Poum,NC,76.21,clear sky,-20.2333,164.0167,
406,Ternate,ID,82.63,overcast clouds,0.8,127.4,
407,Port Keats,AU,85.91,overcast clouds,-14.25,129.55,
408,Sarankhola,BD,88.41,light rain,22.3082,89.7897,
416,Hienghene,NC,76.24,scattered clouds,-20.6833,164.9333,
420,Sulangan,PH,78.6,overcast clouds,11.1373,123.7228,
425,Atambua,ID,83.46,few clouds,-9.1061,124.8925,
428,Samarai,PG,81.77,clear sky,-10.6167,150.6667,
429,Jurm,AF,79.43,clear sky,36.8648,70.8342,
432,Tautira,PF,75.72,broken clouds,-17.7333,-149.15,
435,Hamilton,US,75.9,clear sky,39.1834,-84.5333,
440,Gerash,IR,84.34,clear sky,27.6652,54.1371,
442,Lincoln,US,87.71,clear sky,40.8,-96.667,
444,Pakxan,LA,75.24,light rain,18.3778,103.6601,
446,Dwarka,IN,84.06,overcast clouds,22.2394,68.9678,
447,Arawa,PG,85.55,light rain,-6.2132,155.5367,
450,Dingle,PH,75.81,overcast clouds,10.9995,122.6711,
454,Amahai,ID,81.01,broken clouds,-3.3333,128.9167,
456,Lorengau,PG,83.73,overcast clouds,-2.0226,147.2712,
458,Krasnovishersk,RU,77.31,broken clouds,60.4078,57.082,
459,Bellview,US,81.79,clear sky,30.4616,-87.315,
463,Vanimo,PG,84.49,broken clouds,-2.6741,141.3028,
465,Ayagoz,KZ,75.18,overcast clouds,47.9714,80.4392,
466,Matara,LK,82.36,overcast clouds,5.9485,80.5353,
470,Airai,TL,75.72,few clouds,-8.9266,125.4092,
472,Seoul,KR,88.99,broken clouds,37.5683,126.9778,
473,Port Blair,IN,82.44,overcast clouds,11.6667,92.75,
474,Cotonou,BJ,75.18,broken clouds,6.3654,2.4183,
475,Praia,CV,79.34,broken clouds,14.9215,-23.5087,
476,Dhidhdhoo,MV,80.91,broken clouds,6.8833,73.1,
477,Tura,IN,88.48,broken clouds,25.5198,90.2201,
480,Changji,CN,84.99,clear sky,44.0167,87.3167,
483,Hirado,JP,84.24,few clouds,33.3597,129.5531,
484,Kupang,ID,85.17,clear sky,-10.1667,123.5833,
485,Aiken,US,75.79,light rain,33.5835,-81.5998,
486,Meulaboh,ID,84.52,broken clouds,4.1363,96.1285,
489,Nalut,LY,79.5,clear sky,30.3333,10.85,
496,Fukue,JP,88.16,broken clouds,32.6881,128.8419,
497,Awbari,LY,80.69,clear sky,26.5921,12.7805,
498,Kilindoni,TZ,75.88,broken clouds,-7.9139,39.6668,
502,Yayva,RU,78.17,few clouds,59.3303,57.2641,
508,Manaus,BR,81.09,clear sky,-3.1019,-60.025,
512,West Bay,KY,81.0,overcast clouds,19.3667,-81.4167,
515,Ambulu,ID,81.39,broken clouds,-8.345,113.6058,
516,Paracuru,BR,80.11,clear sky,-3.41,-39.0306,
523,Elizabeth City,US,81.01,clear sky,36.2946,-76.2511,
524,Roebourne,AU,77.58,clear sky,-20.7833,117.1333,
527,Muli,MV,81.64,light rain,2.9167,73.5667,
528,Karatau,KZ,84.06,broken clouds,43.1667,70.4667,
532,Namatanai,PG,82.83,light rain,-3.6667,152.4333,
543,Wufeng,CN,75.2,scattered clouds,27.45,104.8333,
545,Myitkyina,MM,88.09,overcast clouds,25.3833,97.4,
546,Zhezkazgan,KZ,76.98,clear sky,47.8043,67.7144,
552,Celestun,MX,75.31,broken clouds,20.8667,-90.4,
554,Izhma,RU,78.98,clear sky,65.0083,53.9113,
556,Goderich,CA,79.12,few clouds,43.7501,-81.7165,
557,Osa,RU,76.12,few clouds,57.2829,55.4567,
559,Maumere,ID,83.07,scattered clouds,-8.6199,122.2111,
563,Bandarbeyla,SO,80.47,broken clouds,9.4942,50.8122,
564,Manzanillo,CU,77.4,broken clouds,20.3433,-77.1167,
565,Lakhtar,IN,87.49,overcast clouds,22.85,71.7833,
566,Neiafu,TO,81.28,scattered clouds,-18.65,-173.9833,
568,Jiwani,PK,81.66,broken clouds,25.05,61.7417,
575,Fethiye,TR,75.07,clear sky,36.6217,29.1164,
577,Madaoua,NE,79.81,broken clouds,14.073,5.96,
580,Erzin,TR,79.74,few clouds,36.9559,36.2,
581,Cairns,AU,85.06,overcast clouds,-16.9167,145.7667,
583,Cagsiay,PH,78.44,moderate rain,14.2167,121.75,
586,Najran,SA,81.25,broken clouds,17.4924,44.1277,
590,Iskateley,RU,77.56,clear sky,67.6803,53.1512,
592,Shimoda,JP,84.11,broken clouds,34.6667,138.95,
593,Sorong,ID,83.61,broken clouds,-0.8833,131.25,
599,Ercis,TR,76.68,clear sky,39.0287,43.3586,
601,Padang,ID,86.05,broken clouds,-0.9492,100.3543,
612,Devgarh,IN,85.19,light rain,25.5333,73.9,
617,Osmena,PH,80.62,overcast clouds,10.5208,119.9258,
625,Rincon,US,82.85,scattered clouds,32.296,-81.2354,
626,Wanning,CN,86.16,overcast clouds,18.8003,110.3967,
628,Ceres,US,77.32,clear sky,37.5949,-120.9577,
629,Kletskaya,RU,84.96,clear sky,49.3145,43.0584,
631,Shubarkuduk,KZ,81.0,clear sky,49.1447,56.4872,
632,Auki,SB,86.04,broken clouds,-8.7676,160.7034,
638,Marsaxlokk,MT,79.09,clear sky,35.8419,14.5431,
639,Da Nang,VN,87.78,scattered clouds,16.0678,108.2208,
641,Thinadhoo,MV,82.65,overcast clouds,0.5333,72.9333,
646,Kihei,US,86.02,few clouds,20.785,-156.4656,
648,Ambon,ID,80.98,overcast clouds,-3.6954,128.1814,
649,Labuhan,ID,85.77,broken clouds,-6.8844,112.2051,
652,Tessalit,ML,84.92,few clouds,20.1986,1.0114,
656,Alta Floresta,BR,80.13,overcast clouds,-9.8756,-56.0861,
657,Galle,LK,80.19,overcast clouds,6.0367,80.217,
658,Kurchum,KZ,81.05,scattered clouds,48.5722,83.6542,
659,La Palma,US,86.11,clear sky,33.8464,-118.0467,
660,Gorontalo,ID,82.29,light rain,0.5412,123.0595,
662,Cilegon,ID,84.63,clear sky,-6.0174,106.0538,
664,Ha Giang,VN,83.12,overcast clouds,22.8333,104.9833,
667,Siocon,PH,79.07,overcast clouds,7.7061,122.1353,
668,Baiyin,CN,85.37,overcast clouds,36.5583,104.2081,
670,Khash,IR,86.02,clear sky,28.2211,61.2158,
673,Trairi,BR,75.54,clear sky,-3.2778,-39.2689,
683,Kyaikto,MM,76.17,overcast clouds,17.3,97.0167,
684,Fengzhen,CN,86.07,broken clouds,40.4394,113.1536,
685,Lake City,US,76.86,clear sky,30.1897,-82.6393,
686,Oussouye,SN,77.43,moderate rain,12.485,-16.5469,
690,Novyy Urgal,RU,80.37,overcast clouds,51.0736,132.5642,
691,Brigantine,US,79.0,clear sky,39.4101,-74.3646,
692,Soe,ID,81.1,scattered clouds,-9.8607,124.284,
