City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
104,Changli,CN,39.7042,119.1506,87.04,80,95,6.89,overcast clouds
105,Kampot,KH,10.6167,104.1833,84.25,82,100,11.03,light rain
106,Necochea,AR,-38.5473,-58.7368,43.5,79,100,5.95,overcast clouds
107,Vaini,TO,-21.2,-175.2,78.96,94,20,9.22,few clouds
108,Brownsville,US,25.9018,-97.4975,84.15,77,20,5.75,few clouds
109,Ancud,CL,-41.8697,-73.8203,42.22,81,100,8.21,overcast clouds
110,Rio Branco,BR,-9.9747,-67.81,74.01,94,75,2.3,broken clouds
111,Vila Do Maio,CV,15.1333,-23.2167,79.59,86,81,5.82,broken clouds
112,Solano,US,38.2333,-121.9511,71.29,65,0,23.02,clear sky
113,Ouango,CF,4.3133,22.5552,69.82,99,100,2.35,overcast clouds
114,Shenjiamen,CN,29.9576,122.298,84.9,79,1,21.56,clear sky
115,Selma,US,36.5708,-119.6121,87.85,51,0,8.05,clear sky
116,Sur,OM,22.5667,59.5289,88.56,59,30,2.44,scattered clouds
117,Lasa,IT,46.6166,10.7002,63.48,92,100,0.87,overcast clouds
118,Miracema Do Tocantins,BR,-9.5618,-48.3967,80.01,42,61,1.14,broken clouds
119,Redmond,US,47.674,-122.1215,73.26,69,2,3.24,clear sky
120,Coquimbo,CL,-29.9533,-71.3436,55.13,82,100,3.44,overcast clouds
121,Hithadhoo,MV,-0.6,73.0833,82.58,69,100,8.93,overcast clouds
122,Bethel,US,41.3712,-73.414,79.16,87,0,6.91,clear sky
123,Gat,IL,31.61,34.7642,79.48,100,1,2.44,clear sky
124,Lavrentiya,RU,65.5833,-171.0,48.76,76,94,7.45,overcast clouds
125,Igarka,RU,67.4667,86.5833,63.07,54,73,13.71,broken clouds
126,Baoro,CF,5.6667,15.9667,66.07,97,100,3.22,overcast clouds
127,Sindor,RU,62.8629,51.8905,72.68,60,0,5.88,clear sky
128,Morristown,US,36.214,-83.2949,69.1,80,0,1.99,clear sky
129,Kapaa,US,22.0752,-159.319,80.92,77,75,1.01,broken clouds
130,Deogarh,IN,21.5333,84.7333,83.59,77,100,5.5,overcast clouds
131,Qiongshan,CN,20.0058,110.3542,87.78,79,75,11.18,broken clouds
132,Aripuana,BR,-9.1667,-60.6333,75.0,72,77,2.19,broken clouds
133,Iqaluit,CA,63.7506,-68.5145,42.53,86,75,2.3,broken clouds
134,Huesca,ES,42.1362,-0.4087,72.28,72,0,8.05,clear sky
135,Nadym,RU,65.5333,72.5167,64.36,59,100,5.77,overcast clouds
136,Bilma,NE,18.6853,12.9164,89.91,34,100,8.14,overcast clouds
137,Nome,US,64.5011,-165.4064,49.15,87,100,10.36,overcast clouds
138,Bowen,AU,-20.0167,148.2333,70.74,89,100,5.86,overcast clouds
139,Pafos,CY,34.7667,32.4167,74.98,78,40,3.44,scattered clouds
140,Diamantino,BR,-14.4086,-56.4461,72.63,42,8,5.53,clear sky
141,Khawhai,IN,23.3667,93.1167,77.29,58,27,1.3,moderate rain
142,Takayama,JP,36.1333,137.25,83.44,71,70,5.03,broken clouds
143,Tazovskiy,RU,67.4667,78.7,55.29,73,100,10.51,overcast clouds
144,Katsuura,JP,35.1333,140.3,83.39,78,36,9.89,scattered clouds
145,Bedele,ET,8.456,36.353,52.2,96,89,2.15,overcast clouds
146,Laje,BR,-10.1833,-40.9667,66.2,93,14,8.7,few clouds
147,Nantucket,US,41.2835,-70.0995,78.91,98,75,11.5,mist
148,Grindavik,IS,63.8424,-22.4338,50.47,87,100,13.8,overcast clouds
149,Poya,NC,-21.35,165.15,76.86,80,73,5.28,broken clouds
150,Codrington,AU,-38.2667,141.9667,53.15,54,97,7.09,overcast clouds
151,Bajil,YE,15.0584,43.2851,85.26,63,100,1.83,overcast clouds
152,Hasaki,JP,35.7333,140.8333,84.6,80,38,10.96,scattered clouds
153,Morehead,US,37.2711,-87.1764,77.79,95,0,0.0,clear sky
154,Kaitangata,NZ,-46.2817,169.8464,38.35,88,100,6.35,overcast clouds
155,Sydney,AU,-33.8679,151.2073,64.62,61,75,18.41,light rain
156,Westport,US,41.1415,-73.3579,81.86,89,75,9.22,broken clouds
157,Kavieng,PG,-2.5744,150.7967,83.43,72,61,8.23,light rain
158,Carnarvon,AU,-24.8667,113.6333,68.23,47,0,13.87,clear sky
159,Deputatskiy,RU,69.3,139.9,42.15,96,100,5.46,light rain
160,Shingu,JP,33.7333,135.9833,84.97,75,94,5.35,overcast clouds
161,Port Lincoln,AU,-34.7333,135.8667,57.7,52,7,11.83,clear sky
162,Sarmanovo,RU,55.2553,52.5891,75.88,61,42,3.74,scattered clouds
163,Kirakira,SB,-10.4544,161.9205,84.69,71,66,10.67,broken clouds
164,Road Town,VG,18.4167,-64.6167,84.29,81,30,23.44,scattered clouds
165,Bullhead City,US,35.1478,-114.5683,103.42,26,0,1.99,clear sky
166,Ozinki,RU,51.1786,49.6769,77.02,38,71,9.24,broken clouds
167,Jamestown,US,42.097,-79.2353,74.71,67,0,3.44,clear sky
168,Pyapon,MM,16.2833,95.6833,80.74,86,96,12.37,overcast clouds
169,Sokoni,TZ,-6.4333,39.55,74.61,72,53,13.13,broken clouds
170,Namibe,AO,-15.1961,12.1522,60.3,89,0,7.99,clear sky
171,Bela,IN,25.9333,81.9833,91.09,58,98,12.53,overcast clouds
172,Vaitape,PF,-16.5167,-151.75,77.83,72,91,25.77,overcast clouds
173,Puerto Escondido,MX,15.85,-97.0667,80.01,84,98,3.87,overcast clouds
174,Kenai,US,60.5544,-151.2583,64.49,64,75,13.8,broken clouds
175,Esperance,AU,-33.8667,121.9,59.36,71,76,21.14,broken clouds
176,Fortuna,US,40.5982,-124.1573,63.93,89,100,4.61,overcast clouds
177,Ust-Omchug,RU,61.15,149.6333,68.52,57,47,11.9,scattered clouds
178,Tiksi,RU,71.6872,128.8694,42.75,83,100,13.98,overcast clouds
179,Andenes,NO,69.3143,16.1194,51.93,93,100,6.91,overcast clouds
180,Boddam,GB,57.4667,-1.7833,55.78,81,100,11.12,overcast clouds
181,Yar-Sale,RU,66.8333,70.8333,64.09,63,100,13.47,overcast clouds
182,Chau Doc,VN,10.7,105.1167,80.89,74,100,11.43,overcast clouds
183,Mareeba,AU,-17.0,145.4333,81.45,69,75,6.73,broken clouds
184,Mehamn,NO,71.0357,27.8492,49.91,93,100,10.36,light rain
185,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.63,78,92,8.84,overcast clouds
186,Honningsvag,NO,70.9821,25.9704,49.75,81,100,20.71,light rain
187,Nichinan,JP,31.6,131.3667,89.28,64,56,7.78,broken clouds
188,Ponta Do Sol,PT,32.6667,-17.1,71.71,81,0,4.52,clear sky
189,Tyulgan,RU,52.3405,56.166,72.23,47,73,5.82,broken clouds
190,Saldanha,ZA,-33.0117,17.9442,50.05,76,41,14.58,scattered clouds
191,Stephenville,US,32.2207,-98.2023,87.24,50,40,9.22,scattered clouds
192,Eltham,NZ,-39.4292,174.3,56.95,77,98,5.08,light rain
193,Palmas Bellas,PA,9.2319,-80.0867,77.34,92,100,3.65,overcast clouds
194,Okato,NZ,-39.2,173.8833,58.17,83,85,8.99,overcast clouds
195,Cherskiy,RU,68.75,161.3,45.64,54,27,18.61,scattered clouds
196,Bonthe,SL,7.5264,-12.505,75.94,83,100,9.48,overcast clouds
197,Ukiah,US,39.1502,-123.2078,67.37,84,0,3.18,clear sky
198,Locri,IT,38.2414,16.2623,75.33,83,0,11.92,clear sky
199,Severo-Kurilsk,RU,50.6789,156.125,56.93,70,100,1.88,overcast clouds
200,Avera,US,33.194,-82.5271,74.55,81,18,2.95,few clouds
201,Mont-De-Marsan,FR,44.0,-0.6667,65.28,67,0,2.3,clear sky
202,Cockburn Town,TC,21.4612,-71.1419,81.88,78,6,21.07,clear sky
203,Faya,SA,18.3851,42.4509,62.71,68,99,3.96,overcast clouds
204,Beloha,MG,-25.1667,45.05,61.09,92,30,2.37,scattered clouds
205,Biak,ID,-0.9131,122.8766,81.14,73,93,5.48,overcast clouds
206,Baneh,IR,35.9975,45.8853,83.77,28,0,3.11,clear sky
207,Isangel,VU,-19.55,169.2667,81.32,70,2,7.45,clear sky
208,Zumarraga,PH,11.6388,124.8417,77.41,89,100,4.41,overcast clouds
209,Cabo San Lucas,MX,22.8909,-109.9124,84.51,78,74,1.99,broken clouds
210,Ucluelet,CA,48.9329,-125.5528,60.67,75,86,6.04,overcast clouds
211,Halifax,CA,44.6453,-63.5724,68.52,97,80,4.61,broken clouds
212,Kavaratti,IN,10.5669,72.642,80.37,83,100,23.73,overcast clouds
213,Azua,DO,18.4532,-70.7349,74.05,78,95,5.82,overcast clouds
214,Kulhudhuffushi,MV,6.6221,73.07,80.87,83,69,15.97,broken clouds
215,Colares,PT,38.7992,-9.4469,65.79,78,0,11.99,clear sky
216,Itarema,BR,-2.9248,-39.9167,76.44,87,5,12.88,clear sky
217,Kolaras,IN,25.2333,77.6,85.44,67,100,4.76,overcast clouds
218,Felanitx,ES,39.4696,3.1483,77.13,72,0,3.27,clear sky
219,Ugoofaaru,MV,5.6667,73.0,81.03,83,100,16.84,overcast clouds
220,Umm Bab,QA,25.2142,50.8072,96.46,51,9,11.81,clear sky
221,Tarrafal,CV,15.2833,-23.7667,79.59,86,87,6.73,overcast clouds
222,Saint-Philippe,RE,-21.3585,55.7679,70.21,70,4,3.58,clear sky
223,Canico,PT,32.6333,-16.85,71.71,80,20,13.8,few clouds
224,Ilulissat,GL,69.2167,-51.1,44.62,93,100,2.3,overcast clouds
225,Kemijarvi,FI,66.7131,27.4306,50.32,95,80,8.1,broken clouds
226,Rethimnon,GR,35.3647,24.4714,80.2,67,0,8.9,clear sky
227,Reguengos De Monsaraz,PT,38.4253,-7.5349,63.14,81,0,2.75,clear sky
228,Teya,RU,60.3778,92.6267,70.92,51,88,3.56,overcast clouds
229,La Peca,PE,-5.6111,-78.435,66.85,90,54,3.85,light rain
230,Mitsamiouli,KM,-11.3847,43.2844,74.73,67,2,7.45,clear sky
231,Jian,CN,27.1172,114.9793,98.4,41,7,7.87,clear sky
232,Abonnema,NG,4.7084,6.7931,74.07,88,100,3.78,overcast clouds
233,Pirmasens,DE,49.2015,7.6053,57.27,66,0,6.31,clear sky
234,Antofagasta,CL,-23.65,-70.4,54.68,67,7,8.84,clear sky
235,Ferme-Neuve,CA,46.7001,-75.4493,69.82,88,100,5.44,overcast clouds
236,Atar,MR,20.5169,-13.0499,90.52,35,98,3.62,overcast clouds
237,Sunrise Manor,US,36.2111,-115.0731,99.91,23,0,8.05,clear sky
238,Cidreira,BR,-30.1811,-50.2056,54.99,87,100,11.5,overcast clouds
239,Ampanihy,MG,-24.7,44.75,59.29,97,17,3.8,few clouds
240,Sept-Iles,CA,50.2001,-66.3821,61.05,83,100,6.91,overcast clouds
241,Kokoda,PG,-8.8785,147.7407,90.63,43,11,5.66,few clouds
242,Meadow Lake,US,34.8014,-106.5436,74.68,79,98,6.58,light rain
243,Myshkin,RU,57.7897,38.4545,69.26,75,3,6.69,clear sky
244,Wewak,PG,-3.5534,143.6268,83.93,72,71,5.95,broken clouds
245,Luderitz,NA,-26.6481,15.1594,55.9,93,85,9.84,overcast clouds
246,College,US,64.8569,-147.8028,55.99,86,75,14.97,moderate rain
247,Zapolyarnyy,RU,69.4154,30.8136,51.08,96,100,4.79,overcast clouds
248,Gigmoto,PH,13.7796,124.39,77.76,90,100,10.85,moderate rain
249,Hay River,CA,60.8156,-115.7999,60.78,88,64,5.75,broken clouds
250,Plerin,FR,48.5425,-2.7798,61.45,82,0,4.0,clear sky
251,Guerrero Negro,MX,27.9769,-114.0611,71.91,87,65,10.2,broken clouds
252,Eureka,US,40.8021,-124.1637,64.2,87,23,4.0,few clouds
253,Khvoynaya,RU,58.9,34.5333,53.76,96,100,4.27,moderate rain
254,Paamiut,GL,61.994,-49.6678,40.86,93,42,13.85,scattered clouds
255,Bitung,ID,1.4451,125.1824,79.65,78,100,11.59,overcast clouds
256,Touros,BR,-5.1989,-35.4608,74.19,87,3,11.54,clear sky
257,Cam Ranh,VN,11.9214,109.1591,84.16,70,75,2.3,light rain
258,Kudahuvadhoo,MV,2.6708,72.8944,82.47,75,100,14.43,overcast clouds
259,Chimore,BO,-16.9833,-65.1333,66.4,100,99,1.92,overcast clouds
260,Bambanglipuro,ID,-7.95,110.2833,80.11,73,88,12.68,overcast clouds
261,Muroto,JP,33.2833,134.15,85.08,71,70,7.02,broken clouds
262,Neustadt,DE,49.7117,12.0872,52.59,81,0,0.0,clear sky
263,Zharkent,KZ,44.1628,80.0,87.64,23,0,3.85,clear sky
264,Cabatuan,PH,10.8794,122.486,75.18,94,100,2.37,overcast clouds
265,Sao Francisco,BR,-15.9486,-44.8644,74.91,39,1,9.75,clear sky
266,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,67,75,6.71,broken clouds
267,Saint Anthony,US,45.0205,-93.218,71.65,90,100,4.61,overcast clouds
268,San Quintin,MX,30.4833,-115.95,70.93,86,87,10.87,overcast clouds
269,Tuy Hoa,VN,13.0833,109.3,81.63,77,100,7.78,moderate rain
270,Baykit,RU,61.67,96.37,71.35,45,89,11.81,overcast clouds
271,Buraydah,SA,26.326,43.975,93.65,20,4,5.82,clear sky
272,Walvis Bay,NA,-22.9575,14.5053,54.55,94,100,2.3,overcast clouds
273,Constitucion,CL,-35.3333,-72.4167,51.73,91,83,19.01,light rain
274,Bengkulu,ID,-3.8004,102.2655,83.59,65,10,7.05,clear sky
275,Sinnamary,GF,5.3833,-52.95,77.22,85,38,9.06,scattered clouds
276,Komsomolskiy,UZ,40.4272,71.7189,93.06,18,0,10.09,clear sky
277,Mujiayingzi,CN,42.1167,118.7833,89.44,48,30,10.94,scattered clouds
278,Pemangkat,ID,1.1667,108.9667,86.68,61,46,11.14,scattered clouds
279,Vao,NC,-22.6667,167.4833,75.11,77,24,10.25,few clouds
280,Klaksvik,FO,62.2266,-6.589,52.72,88,89,8.01,overcast clouds
281,Nanortalik,GL,60.1432,-45.2371,42.49,95,78,11.52,broken clouds
282,Umba,RU,66.6871,34.3429,55.85,85,67,15.97,broken clouds
283,San Patricio,US,28.017,-97.5169,84.88,78,56,13.47,broken clouds
284,Shache,CN,38.4167,77.2406,71.71,43,69,4.63,broken clouds
285,Umm Lajj,SA,25.0213,37.2685,89.22,65,32,1.9,scattered clouds
286,Briancon,FR,44.9,6.65,59.95,90,0,2.3,clear sky
287,Natal,BR,-5.795,-35.2094,75.42,94,0,6.91,clear sky
288,Yulara,AU,-25.2406,130.9889,67.28,22,0,10.71,clear sky
289,Japura,ID,-0.3167,102.35,86.79,61,63,3.29,broken clouds
290,Astoria,US,46.1879,-123.8313,69.69,65,0,3.44,clear sky
291,Vitim,RU,59.4511,112.5578,51.12,93,100,12.41,overcast clouds
292,Mnogovershinnyy,RU,53.9353,139.9242,62.4,96,100,1.25,light rain
293,Tubuala,PA,9.5167,-79.0333,77.23,88,99,5.95,overcast clouds
294,Xai-Xai,MZ,-25.0519,33.6442,64.47,79,41,6.15,scattered clouds
295,Campbell River,CA,50.0163,-125.2446,72.93,64,0,4.61,clear sky
296,Owerri,NG,5.4833,7.0304,71.74,95,94,2.91,overcast clouds
297,Sri Aman,MY,1.2376,111.4621,87.85,70,40,9.22,scattered clouds
298,Margate,GB,51.3813,1.3862,56.3,66,28,2.39,scattered clouds
299,Camacupa,AO,-12.0167,17.4833,52.52,48,0,4.79,clear sky
300,Kuytun,RU,54.3419,101.5036,63.0,53,71,10.2,light rain
301,Tasiilaq,GL,65.6145,-37.6368,44.76,90,100,20.27,light rain
302,Bambous Virieux,MU,-20.3428,57.7575,72.21,78,75,9.22,light rain
303,Marhaura,IN,25.9667,84.8667,89.53,50,42,11.72,scattered clouds
304,Port Elizabeth,ZA,-33.918,25.5701,58.1,93,100,19.57,overcast clouds
305,Deer Lake,CA,49.1667,-57.4316,51.66,100,20,4.61,few clouds
306,Gogapur,IN,23.55,75.5167,82.44,77,100,6.38,overcast clouds
307,Beringovskiy,RU,63.05,179.3167,54.3,85,100,5.19,overcast clouds
308,Santo Domingo,DO,18.5001,-69.9886,80.04,83,22,5.01,few clouds
309,Abha,SA,18.2164,42.5053,62.42,100,20,0.0,mist
310,Risor,NO,58.7206,9.2342,53.29,67,100,10.94,overcast clouds
311,Lagoa,PT,39.05,-27.9833,73.8,83,13,10.8,light rain
312,Diffa,NE,13.3154,12.6113,80.53,61,97,9.84,overcast clouds
313,Kasongo-Lunda,CD,-6.4667,16.8167,65.12,74,8,1.12,clear sky
314,Khatanga,RU,71.9667,102.5,60.21,71,98,13.6,light rain
315,Skjervoy,NO,70.0311,20.9714,53.6,79,100,7.18,light rain
316,Port Said,EG,31.2565,32.2841,77.31,72,0,6.38,clear sky
317,Algeciras,ES,36.1333,-5.4505,74.88,88,20,1.14,few clouds
318,Nancha,CN,47.1333,129.2667,73.63,89,100,4.27,overcast clouds
319,Narsaq,GL,60.9167,-46.05,44.82,90,78,2.82,broken clouds
320,Thompson,CA,55.7435,-97.8558,60.96,72,75,2.3,broken clouds
321,Te Anau,NZ,-45.4167,167.7167,36.54,90,97,6.76,overcast clouds
322,Adamas,GR,36.7333,24.4333,76.05,76,0,27.16,clear sky
323,Darhan,MN,49.4867,105.9228,64.62,42,38,2.57,scattered clouds
324,Hofn,IS,64.2539,-15.2082,52.3,86,85,2.84,overcast clouds
325,Faanui,PF,-16.4833,-151.75,77.85,71,86,25.28,overcast clouds
326,Altamira,BR,-3.2033,-52.2064,73.09,80,52,3.4,broken clouds
327,Arraial Do Cabo,BR,-22.9661,-42.0278,69.69,81,95,17.0,overcast clouds
328,Kununurra,AU,-15.7667,128.7333,93.18,26,22,6.91,few clouds
329,Broome,US,42.2506,-75.833,75.65,95,29,2.71,scattered clouds
330,Alofi,NU,-19.0595,-169.9187,75.09,83,100,8.05,overcast clouds
331,Laguna,US,38.421,-121.4238,77.76,62,0,9.22,clear sky
332,Kaeo,NZ,-35.1,173.7833,60.33,96,100,10.92,light rain
333,Kodiak,US,57.79,-152.4072,63.91,48,0,12.66,clear sky
334,Saint-Francois,FR,46.4154,3.9054,53.67,76,0,0.0,clear sky
335,Upernavik,GL,72.7868,-56.1549,38.93,90,29,12.62,scattered clouds
336,Beinamar,TD,8.6698,15.3813,70.05,99,100,3.87,light rain
337,Caluquembe,AO,-13.7833,14.6833,53.8,44,0,3.67,clear sky
338,Souillac,MU,-20.5167,57.5167,71.98,78,75,9.22,broken clouds
339,Magdalena,PH,14.1999,121.429,76.24,95,100,4.05,overcast clouds
340,Kloulklubed,PW,7.0419,134.2556,77.5,79,69,7.31,heavy intensity rain
341,Talas,TR,38.6908,35.5538,66.87,64,0,0.0,clear sky
342,Sjovegan,NO,68.8726,17.8474,52.21,94,100,7.56,light rain
343,Cayenne,GF,4.9333,-52.3333,77.09,1,0,0.0,clear sky
344,Marsabit,KE,2.3284,37.9899,59.22,60,84,18.1,broken clouds
345,Tungor,RU,53.3808,142.9564,60.98,89,100,13.67,overcast clouds
346,Mwene-Ditu,CD,-7.0,23.45,67.15,38,45,7.94,scattered clouds
347,Vardo,NO,70.3705,31.1107,49.98,100,100,12.66,overcast clouds
348,Birjand,IR,32.8663,59.2211,81.07,17,0,13.8,clear sky
349,Kidal,ML,18.4411,1.4078,86.27,38,83,4.9,broken clouds
350,Peniche,PT,39.3558,-9.3811,65.28,89,1,4.61,clear sky
